effect_id,study_id_str,outcome_id_str,sex_of_animals,disease_cohort_str,control_cohort_str,time,d.mean,d.sd,d.n,c.mean,c.sd,c.n,title,authors,breeder_strain,GD_first_administration,cross.fost,poly_I_C_daily_dose_mg_kg,intervention.no,year,ro_b_assessment_blinding_of_animal_carers_handlers,ro_b_assessment_blinding_of_outcome_assessors,ro_b_assessment_random_housing,ro_b_assessment_a_priori_power_calculations,ro_b_assessment_conflict_of_interest,ro_b_assessment_unit_of_analysis_error,ro_b_assessment_random_outcome_assessment,ro_b_assessment_presence_of_sequence_generation,ro_b_assessment_baseline_characteristics,ro_b_assessment_allocation_concealment,ro_b_assessment_incomplete_outcome_data,species_of_animal,strain,outcome_label,prepulse_intensity_d_b,pulse_intensity_d_b,prepulse_duration_ms,interstimulus_interval_ms,is_this_ppi_for_a_specific_pre_pulse_intensity_or_averaged_across_multiple,is_this_ppi_for_a_specific_pulse_intensity_or_is_it_averaged_across_multiple,disease_model,acute_or_chronic,duration_days_if_chronic,administration_route,frequency_of_administration_if_chronic,sham_equivalent,vehicle,author,background_db,pre_pulse_level_above_back,d.mean.adj,c.mean.adj,developmental_stage_PPI,polyIC.dose.cat,SMD,SMDV,same_coh_same_PPI_param_diff_time,same_cohort_diff_PPI_param
181,dfcfe96c-cbb5-412d-9a45-f4a8293fe293,68c9ac83-8d98-4830-91ba-66e48d360f6e,male,8b5c69a8-6585-4b51-9c2f-e81f6d52848f,a346a85c-87d1-47b1-8ea6-46cb9cb2552c,60,46.1,15.72605481,8,47.6,15.72605481,8,Role of Polyinosinic:Polycytidylic Acid-Induced Maternal Immune Activation and Subsequent Immune Challenge in the Behaviour and Microglial Cell Trajectory in Adult Offspring: A Study of the Neurodevelopmental Model of Schizophrenia.,"Chamera, Katarzyna and Trojan, Ewa and Kotarska, Katarzyna and Szuster-G<c5><82>uszczak, Magdalena and Bryniarska, Natalia and Tylek, Kinga and Basta-Kaim, Agnieszka ",0,15,0,4,0,2021,high RoB,high RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,high RoB,high RoB,rat,sprague-dawley,75dB : 120dB : 20ms : 80ms,75,120,20,80,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Chamera, Katarzyna and Trojan, Ewa and Kotarska, Katarzyna and Szuster-G<c5><82>uszczak, Magdalena and Bryniarska, Natalia and Tylek, Kinga and Basta-Kaim, Agnieszka ",65,10,53.9,52.4,adult,moderate,0.090164483,0.250254051,172,99
182,dfcfe96c-cbb5-412d-9a45-f4a8293fe293,5ff3961b-94c2-41fd-bcf2-fefc4df879b9,male,e63f1cb1-6814-420e-9d22-ca61be4f8681,a346a85c-87d1-47b1-8ea6-46cb9cb2552c,30,58.1,23.50900891,15,64,11.62483548,8,Role of Polyinosinic:Polycytidylic Acid-Induced Maternal Immune Activation and Subsequent Immune Challenge in the Behaviour and Microglial Cell Trajectory in Adult Offspring: A Study of the Neurodevelopmental Model of Schizophrenia.,"Chamera, Katarzyna and Trojan, Ewa and Kotarska, Katarzyna and Szuster-G<c5><82>uszczak, Magdalena and Bryniarska, Natalia and Tylek, Kinga and Basta-Kaim, Agnieszka ",0,15,0,4,0,2021,high RoB,high RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,high RoB,high RoB,rat,sprague-dawley,80dB : 120dB : 20ms : 80ms,80,120,20,80,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Chamera, Katarzyna and Trojan, Ewa and Kotarska, Katarzyna and Szuster-G<c5><82>uszczak, Magdalena and Bryniarska, Natalia and Tylek, Kinga and Basta-Kaim, Agnieszka ",65,15,41.9,36,juvenile,moderate,0.279637889,0.193366609,173,49
183,dfcfe96c-cbb5-412d-9a45-f4a8293fe293,68c9ac83-8d98-4830-91ba-66e48d360f6e,male,e63f1cb1-6814-420e-9d22-ca61be4f8681,0c4df84e-50e8-46e7-91c5-a5801a8422ad,30,46.4,22.34711391,15,44.4,25.17439175,15,Role of Polyinosinic:Polycytidylic Acid-Induced Maternal Immune Activation and Subsequent Immune Challenge in the Behaviour and Microglial Cell Trajectory in Adult Offspring: A Study of the Neurodevelopmental Model of Schizophrenia.,"Chamera, Katarzyna and Trojan, Ewa and Kotarska, Katarzyna and Szuster-G<c5><82>uszczak, Magdalena and Bryniarska, Natalia and Tylek, Kinga and Basta-Kaim, Agnieszka ",0,15,0,4,0,2021,high RoB,high RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,high RoB,high RoB,rat,sprague-dawley,75dB : 120dB : 20ms : 80ms,75,120,20,80,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Chamera, Katarzyna and Trojan, Ewa and Kotarska, Katarzyna and Szuster-G<c5><82>uszczak, Magdalena and Bryniarska, Natalia and Tylek, Kinga and Basta-Kaim, Agnieszka ",65,10,53.6,55.6,juvenile,moderate,-0.081749495,0.133444716,174,100
184,dfcfe96c-cbb5-412d-9a45-f4a8293fe293,bda1ee21-58f5-49ad-9cc7-f1257d373fb4,male,8b5c69a8-6585-4b51-9c2f-e81f6d52848f,a346a85c-87d1-47b1-8ea6-46cb9cb2552c,60,41,15.10380085,8,40.5,12.72792206,8,Role of Polyinosinic:Polycytidylic Acid-Induced Maternal Immune Activation and Subsequent Immune Challenge in the Behaviour and Microglial Cell Trajectory in Adult Offspring: A Study of the Neurodevelopmental Model of Schizophrenia.,"Chamera, Katarzyna and Trojan, Ewa and Kotarska, Katarzyna and Szuster-G<c5><82>uszczak, Magdalena and Bryniarska, Natalia and Tylek, Kinga and Basta-Kaim, Agnieszka ",0,15,0,4,0,2021,high RoB,high RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,high RoB,high RoB,rat,sprague-dawley,70dB : 120dB : 20ms : 80ms,70,120,20,80,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Chamera, Katarzyna and Trojan, Ewa and Kotarska, Katarzyna and Szuster-G<c5><82>uszczak, Magdalena and Bryniarska, Natalia and Tylek, Kinga and Basta-Kaim, Agnieszka ",65,5,59,59.5,adult,moderate,-0.033841316,0.250035789,175,99
185,dfcfe96c-cbb5-412d-9a45-f4a8293fe293,bda1ee21-58f5-49ad-9cc7-f1257d373fb4,male,e63f1cb1-6814-420e-9d22-ca61be4f8681,0c4df84e-50e8-46e7-91c5-a5801a8422ad,30,28.7,23.89630725,15,26.3,20.52681173,15,Role of Polyinosinic:Polycytidylic Acid-Induced Maternal Immune Activation and Subsequent Immune Challenge in the Behaviour and Microglial Cell Trajectory in Adult Offspring: A Study of the Neurodevelopmental Model of Schizophrenia.,"Chamera, Katarzyna and Trojan, Ewa and Kotarska, Katarzyna and Szuster-G<c5><82>uszczak, Magdalena and Bryniarska, Natalia and Tylek, Kinga and Basta-Kaim, Agnieszka ",0,15,0,4,0,2021,high RoB,high RoB,unclear RoB,unclear RoB,low RoB,high RoB,unclear RoB,low RoB,unclear RoB,high RoB,high RoB,rat,sprague-dawley,70dB : 120dB : 20ms : 80ms,70,120,20,80,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Chamera, Katarzyna and Trojan, Ewa and Kotarska, Katarzyna and Szuster-G<c5><82>uszczak, Magdalena and Bryniarska, Natalia and Tylek, Kinga and Basta-Kaim, Agnieszka ",65,5,71.3,73.7,juvenile,moderate,-0.104825999,0.133516475,176,100
187,f5a012f3-98f1-46ac-82f4-36f74cbd134a,cd7a5ee9-16e2-4ace-a6a6-4b3d4e99ce42,male,b3d4c6b5-2e38-40d5-8c80-6bb851398002,a3d8ac4e-fcf6-4180-8bfe-14dc37640fbf,60,57,15.17893277,10,76.8,9.486832981,10,"Maternal immune activation alters adult behavior, intestinal integrity, gut microbiota and the gut inflammation.","Li, Wenqiang and Chen, Mengxue and Feng, Xia and Song, Meng and Shao, Minglong and Yang, Yongfeng and Zhang, Luwen and Liu, Qing and Lv, Luxian and Su, Xi ",0,9,0,10,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,85dB : 120dB : 20ms : 100ms,85,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,10mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Wenqiang and Chen, Mengxue and Feng, Xia and Song, Meng and Shao, Minglong and Yang, Yongfeng and Zhang, Luwen and Liu, Qing and Lv, Luxian and Su, Xi ",70,15,43,23.2,adult,high,1.498094215,0.256107157,177,101
188,f5a012f3-98f1-46ac-82f4-36f74cbd134a,6cfafcdc-7d96-4f3d-9027-1356a0f68ebb,male,b3d4c6b5-2e38-40d5-8c80-6bb851398002,a3d8ac4e-fcf6-4180-8bfe-14dc37640fbf,60,51.7,11.38419958,10,68,10.43551628,10,"Maternal immune activation alters adult behavior, intestinal integrity, gut microbiota and the gut inflammation.","Li, Wenqiang and Chen, Mengxue and Feng, Xia and Song, Meng and Shao, Minglong and Yang, Yongfeng and Zhang, Luwen and Liu, Qing and Lv, Luxian and Su, Xi ",0,9,0,10,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,75dB : 120dB : 20ms : 100ms,75,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,10mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Wenqiang and Chen, Mengxue and Feng, Xia and Song, Meng and Shao, Minglong and Yang, Yongfeng and Zhang, Luwen and Liu, Qing and Lv, Luxian and Su, Xi ",70,5,48.3,32,adult,high,1.429432339,0.25108192,178,101
189,f5a012f3-98f1-46ac-82f4-36f74cbd134a,e2ff78e0-1af5-49a5-88f5-d7d1e01e1f60,male,b3d4c6b5-2e38-40d5-8c80-6bb851398002,a3d8ac4e-fcf6-4180-8bfe-14dc37640fbf,60,54.5,14.862705,10,73.4,14.862705,10,"Maternal immune activation alters adult behavior, intestinal integrity, gut microbiota and the gut inflammation.","Li, Wenqiang and Chen, Mengxue and Feng, Xia and Song, Meng and Shao, Minglong and Yang, Yongfeng and Zhang, Luwen and Liu, Qing and Lv, Luxian and Su, Xi ",0,9,0,10,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,80dB : 120dB : 20ms : 100ms,80,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,10mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Li, Wenqiang and Chen, Mengxue and Feng, Xia and Song, Meng and Shao, Minglong and Yang, Yongfeng and Zhang, Luwen and Liu, Qing and Lv, Luxian and Su, Xi ",70,10,45.5,26.6,adult,high,1.217780846,0.237074755,179,101
190,f67ea352-54ea-4898-8e62-7abcadb5ab3c,35033e8c-6c66-4a88-be8c-30b5b6800177,male,43f79657-5b59-4297-8c1a-30ac2ccd4c5f,02a28540-d0c4-42dc-bd26-19b6381259dc,34,31.2,36.48287269,11,44.9,17.90977387,11,Immune activation during mid-gestation disrupts sensorimotor gating in rat offspring.,"Amy R and Bilkey, David K Wolff",0,15,0,4,0,2008,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,84dB : 120dB : 20ms : 100ms,84,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Amy R and Bilkey, David K Wolff",68,16,68.8,55.1,juvenile,moderate,0.458576847,0.186597562,180,102
191,f67ea352-54ea-4898-8e62-7abcadb5ab3c,35033e8c-6c66-4a88-be8c-30b5b6800177,male,e357bd07-9c44-47dd-aa91-eab9f610ff19,d8f1f9eb-aed6-4bba-b471-003422a66824,56,65.8,20.57911563,14,80.9,9.728309206,14,Immune activation during mid-gestation disrupts sensorimotor gating in rat offspring.,"Amy R and Bilkey, David K Wolff",0,15,0,4,0,2008,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,84dB : 120dB : 20ms : 100ms,84,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Amy R and Bilkey, David K Wolff",68,16,34.2,19.1,adult,moderate,0.910772536,0.157669761,181,103
192,f67ea352-54ea-4898-8e62-7abcadb5ab3c,3c2ff883-f72b-4a2c-b54d-1117d48d6811,male,43f79657-5b59-4297-8c1a-30ac2ccd4c5f,02a28540-d0c4-42dc-bd26-19b6381259dc,34,30,23.87969849,11,42.6,17.24644891,11,Immune activation during mid-gestation disrupts sensorimotor gating in rat offspring.,"Amy R and Bilkey, David K Wolff",0,15,0,4,0,2008,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,80dB : 120dB : 20ms : 100ms,80,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Amy R and Bilkey, David K Wolff",68,12,70,57.4,juvenile,moderate,0.581909946,0.189514072,182,102
193,f67ea352-54ea-4898-8e62-7abcadb5ab3c,3c2ff883-f72b-4a2c-b54d-1117d48d6811,male,e357bd07-9c44-47dd-aa91-eab9f610ff19,d8f1f9eb-aed6-4bba-b471-003422a66824,56,56.2,20.57911563,14,65.1,21.70161284,14,Immune activation during mid-gestation disrupts sensorimotor gating in rat offspring.,"Amy R and Bilkey, David K Wolff",0,15,0,4,0,2008,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,80dB : 120dB : 20ms : 100ms,80,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Amy R and Bilkey, David K Wolff",68,12,43.8,34.9,adult,moderate,0.408569633,0.14583802,183,103
194,f67ea352-54ea-4898-8e62-7abcadb5ab3c,1d3552ba-519f-4ec5-9948-8c2af399faba,male,43f79657-5b59-4297-8c1a-30ac2ccd4c5f,02a28540-d0c4-42dc-bd26-19b6381259dc,34,-5.42,52.07100921,11,23.2,21.55806114,11,Immune activation during mid-gestation disrupts sensorimotor gating in rat offspring.,"Amy R and Bilkey, David K Wolff",0,15,0,4,0,2008,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,72dB : 120dB : 20ms : 100ms,72,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Amy R and Bilkey, David K Wolff",68,4,105.42,76.8,juvenile,moderate,0.690851714,0.192665366,184,102
195,f67ea352-54ea-4898-8e62-7abcadb5ab3c,1d3552ba-519f-4ec5-9948-8c2af399faba,male,e357bd07-9c44-47dd-aa91-eab9f610ff19,d8f1f9eb-aed6-4bba-b471-003422a66824,56,19.2,36.29407665,14,29.6,19.83078415,14,Immune activation during mid-gestation disrupts sensorimotor gating in rat offspring.,"Amy R and Bilkey, David K Wolff",0,15,0,4,0,2008,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,72dB : 120dB : 20ms : 100ms,72,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Amy R and Bilkey, David K Wolff",68,4,80.8,70.4,adult,moderate,0.34524373,0.144985593,185,103
196,f67ea352-54ea-4898-8e62-7abcadb5ab3c,adda9e24-c673-491d-bae2-6c0c000b3109,male,43f79657-5b59-4297-8c1a-30ac2ccd4c5f,02a28540-d0c4-42dc-bd26-19b6381259dc,34,23.8,25.53801089,11,33.3,18.90476131,11,Immune activation during mid-gestation disrupts sensorimotor gating in rat offspring.,"Amy R and Bilkey, David K Wolff",0,15,0,4,0,2008,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,76dB : 120dB : 20ms : 100ms,76,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Amy R and Bilkey, David K Wolff",68,8,76.2,66.7,juvenile,moderate,0.406741293,0.185578147,186,102
197,f67ea352-54ea-4898-8e62-7abcadb5ab3c,adda9e24-c673-491d-bae2-6c0c000b3109,male,e357bd07-9c44-47dd-aa91-eab9f610ff19,d8f1f9eb-aed6-4bba-b471-003422a66824,56,42.5,26.56576745,14,61.7,16.08912676,14,Immune activation during mid-gestation disrupts sensorimotor gating in rat offspring.,"Amy R and Bilkey, David K Wolff",0,15,0,4,0,2008,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,76dB : 120dB : 20ms : 100ms,76,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Amy R and Bilkey, David K Wolff",68,8,57.5,38.3,adult,moderate,0.848758505,0.155721268,187,103
204,fe495963-7b52-4a66-9951-67e15834c95b,87c947f0-d0fb-4a11-8bb6-462ac538f529,female ,392464b0-660c-45a2-938a-488bf44a78f3,405ef703-7d37-40d5-934f-c3f87679c6c6,70,64,12.74558747,5,69.1,15.43178538,6,"Maternal immune activation in mid-late gestation alters amphetamine sensitivity and object recognition, but not other schizophrenia-related behaviours in adult rats.","Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",0,14,0,5,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,rat,wistar,86dB : 120dB : 40ms : 50ms ,86,120,40,50,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD14,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",70,16,36,30.9,adult,moderate,0.32591944,0.371495007,188,104
205,fe495963-7b52-4a66-9951-67e15834c95b,87c947f0-d0fb-4a11-8bb6-462ac538f529,male,0d4fa3b8-b20b-485c-b7b7-3ae425eb55f8,c057f19f-57c7-4a07-888d-7f6a343a49eb,70,76,12.74558747,5,71,17.1464282,6,"Maternal immune activation in mid-late gestation alters amphetamine sensitivity and object recognition, but not other schizophrenia-related behaviours in adult rats.","Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",0,14,0,5,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,rat,wistar,86dB : 120dB : 40ms : 50ms ,86,120,40,50,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD14,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",70,16,24,29,adult,moderate,-0.297735459,0.370696049,189,105
206,fe495963-7b52-4a66-9951-67e15834c95b,8afaaa58-ec3c-4a40-9cb0-78d4a0c92b29,female ,392464b0-660c-45a2-938a-488bf44a78f3,405ef703-7d37-40d5-934f-c3f87679c6c6,70,8.17,13.72945738,5,2.65,17.19541799,6,"Maternal immune activation in mid-late gestation alters amphetamine sensitivity and object recognition, but not other schizophrenia-related behaviours in adult rats.","Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",0,14,0,5,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,rat,wistar,74dB : 120dB : 40ms : 100ms ,74,120,40,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD14,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",70,4,91.83,97.35,adult,moderate,-0.320302761,0.371330024,190,104
207,fe495963-7b52-4a66-9951-67e15834c95b,8afaaa58-ec3c-4a40-9cb0-78d4a0c92b29,male,0d4fa3b8-b20b-485c-b7b7-3ae425eb55f8,c057f19f-57c7-4a07-888d-7f6a343a49eb,70,11.5,14.31083506,5,9.85,19.22849448,6,"Maternal immune activation in mid-late gestation alters amphetamine sensitivity and object recognition, but not other schizophrenia-related behaviours in adult rats.","Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",0,14,0,5,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,rat,wistar,74dB : 120dB : 40ms : 100ms ,74,120,40,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD14,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",70,4,88.5,90.15,adult,moderate,-0.08758086,0.367015322,191,105
208,fe495963-7b52-4a66-9951-67e15834c95b,23c72854-f403-4afa-8bd9-97b26bd558df,male,0d4fa3b8-b20b-485c-b7b7-3ae425eb55f8,c057f19f-57c7-4a07-888d-7f6a343a49eb,70,67.8,10.2859127,5,61.6,13.96209153,6,"Maternal immune activation in mid-late gestation alters amphetamine sensitivity and object recognition, but not other schizophrenia-related behaviours in adult rats.","Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",0,14,0,5,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,rat,wistar,86dB : 120dB : 40ms : 100ms ,86,120,40,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD14,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",70,16,32.2,38.4,adult,moderate,-0.454633713,0.376061749,192,105
209,fe495963-7b52-4a66-9951-67e15834c95b,23c72854-f403-4afa-8bd9-97b26bd558df,female ,392464b0-660c-45a2-938a-488bf44a78f3,405ef703-7d37-40d5-934f-c3f87679c6c6,70,53.4,10.2859127,5,57.8,12.49239769,6,"Maternal immune activation in mid-late gestation alters amphetamine sensitivity and object recognition, but not other schizophrenia-related behaviours in adult rats.","Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",0,14,0,5,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,rat,wistar,86dB : 120dB : 40ms : 100ms ,86,120,40,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD14,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",70,16,46.6,42.2,adult,moderate,0.347726372,0.372162741,193,104
210,fe495963-7b52-4a66-9951-67e15834c95b,99ac523b-34f3-4240-94a9-3ba5cd045615,female ,392464b0-660c-45a2-938a-488bf44a78f3,405ef703-7d37-40d5-934f-c3f87679c6c6,70,43.1,14.08722826,5,51.1,16.90147923,6,"Maternal immune activation in mid-late gestation alters amphetamine sensitivity and object recognition, but not other schizophrenia-related behaviours in adult rats.","Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",0,14,0,5,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,rat,wistar,78dB : 120dB : 40ms : 50ms ,78,120,40,50,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD14,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",70,8,56.9,48.9,adult,moderate,0.465281931,0.376506997,194,104
211,fe495963-7b52-4a66-9951-67e15834c95b,9c2aa8cb-2563-4371-8324-e00355ffe712,male,0d4fa3b8-b20b-485c-b7b7-3ae425eb55f8,c057f19f-57c7-4a07-888d-7f6a343a49eb,70,35.2,10.73312629,5,30.9,14.45198948,6,"Maternal immune activation in mid-late gestation alters amphetamine sensitivity and object recognition, but not other schizophrenia-related behaviours in adult rats.","Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",0,14,0,5,0,2019,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,rat,wistar,74dB : 120dB : 40ms : 50ms ,74,120,40,50,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD14,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Gray, A and Tattoli, R and Dunn, A and Hodgson, D M and Michie, P T and Harms, L ",70,4,64.8,69.1,adult,moderate,-0.303874165,0.370863917,195,105
